"Sex","Race/Ethnicity","Age Group","First Year","Last Year","Cause of Injury","Age in Years","Year","Injuries","Population","records","cv"
"F","A","All","2001","2017","Assault Other Specified","24","2015","0","2,313,770",".","0"
"F","W","All","2001","2017","Assault Other Specified","24","2015","0","1,305,437",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2015","0","396,204",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2015","0","433,288",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2015","0","178,841",".","0"
"F","A","All","2001","2017","Assault Other Specified","24","2016","24","2,276,986","1","1"
"F","W","All","2001","2017","Assault Other Specified","24","2016","0","1,264,332",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2016","0","391,112",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2016","0","444,653",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2016","0","176,889",".","0"
"F","N","All","2001","2017","Assault Other Specified","24","2016","24",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","24","2017","176","2,228,689","2","0.631"
"F","W","All","2001","2017","Assault Other Specified","24","2017","88","1,224,949","1","1"
"F","B","All","2001","2017","Assault Other Specified","24","2017","0","383,405",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2017","0","443,931",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2017","0","176,404",".","0"
"F","N","All","2001","2017","Assault Other Specified","24","2017","88",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","25","2001","0","1,800,155",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2001","0","1,098,072",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2001","0","270,085",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2001","0","309,519",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2001","0","122,479",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2002","23","1,862,425","1","1"
"F","W","All","2001","2017","Assault Other Specified","25","2002","0","1,135,716",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2002","23","281,082","1","1"
"F","H","All","2001","2017","Assault Other Specified","25","2002","0","318,725",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2002","0","126,902",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2003","128","1,898,603","2","0.828"
"F","W","All","2001","2017","Assault Other Specified","25","2003","0","1,158,637",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2003","25","285,212","1","1"
"F","H","All","2001","2017","Assault Other Specified","25","2003","0","323,598",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2003","0","131,156",".","0"
"F","N","All","2001","2017","Assault Other Specified","25","2003","103",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","25","2004","0","1,970,554",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2004","0","1,197,538",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2004","0","302,283",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2004","0","332,120",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2004","0","138,613",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2005","135","2,090,577","2","0.847"
"F","W","All","2001","2017","Assault Other Specified","25","2005","112","1,265,452","1","1"
"F","B","All","2001","2017","Assault Other Specified","25","2005","0","320,898",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2005","0","356,608",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2005","0","147,619",".","0"
"F","N","All","2001","2017","Assault Other Specified","25","2005","23",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","25","2006","0","2,115,632",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2006","0","1,279,035",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2006","0","320,705",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2006","0","363,407",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2006","0","152,485",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2007","21","2,094,993","1","1"
"F","W","All","2001","2017","Assault Other Specified","25","2007","21","1,254,423","1","1"
"F","B","All","2001","2017","Assault Other Specified","25","2007","0","316,541",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2007","0","371,608",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2007","0","152,421",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2008","0","2,084,941",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2008","0","1,245,896",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2008","0","312,910",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2008","0","373,617",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2008","0","152,518",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2009","0","2,068,547",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2009","0","1,229,690",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2009","0","312,983",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2009","0","372,984",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2009","0","152,890",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2010","92","2,101,042","1","1"
"F","W","All","2001","2017","Assault Other Specified","25","2010","0","1,248,104",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2010","0","318,138",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2010","92","381,028","1","1"
"F","O","All","2001","2017","Assault Other Specified","25","2010","0","153,772",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2011","0","2,098,603",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2011","0","1,239,657",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2011","0","322,972",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2011","0","381,345",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2011","0","154,629",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2012","112","2,098,168","2","0.815"
"F","W","All","2001","2017","Assault Other Specified","25","2012","88","1,228,228","1","1"
"F","B","All","2001","2017","Assault Other Specified","25","2012","0","329,049",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2012","0","382,608",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2012","0","158,283",".","0"
"F","N","All","2001","2017","Assault Other Specified","25","2012","24",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","25","2013","0","2,146,049",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2013","0","1,246,670",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2013","0","342,697",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2013","0","389,990",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2013","0","166,692",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2014","0","2,209,417",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2014","0","1,267,913",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2014","0","366,186",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2014","0","397,938",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2014","0","177,380",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2015","0","2,316,216",".","0"
"F","W","All","2001","2017","Assault Other Specified","25","2015","0","1,314,890",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2015","0","391,736",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2015","0","424,957",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2015","0","184,633",".","0"
"F","A","All","2001","2017","Assault Other Specified","25","2016","23","2,332,517","1","1"
"F","W","All","2001","2017","Assault Other Specified","25","2016","0","1,307,815",".","0"
"F","B","All","2001","2017","Assault Other Specified","25","2016","0","398,482",".","0"
"F","H","All","2001","2017","Assault Other Specified","25","2016","0","437,937",".","0"
"F","O","All","2001","2017","Assault Other Specified","25","2016","0","188,283",".","0"
"F","N","All","2001","2017","Assault Other Specified","25","2016","23",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","25","2017","297","2,295,484","3","0.553"
"F","W","All","2001","2017","Assault Other Specified","25","2017","88","1,266,624","1","1"
"F","B","All","2001","2017","Assault Other Specified","25","2017","88","393,315","1","1"
"F","H","All","2001","2017","Assault Other Specified","25","2017","121","449,267","1","1"
"F","O","All","2001","2017","Assault Other Specified","25","2017","0","186,278",".","0"
